wait_time_id,log_timestamp,party_size,quoted_wait_minutes,actual_wait_minutes,seated_timestamp,day_of_week,hour_of_day,current_party_count,current_table_occupancy_pct,wait_type
16581,2025-04-19 13:40:00,3,34,46,2025-04-19 14:26:00,5,13,25,85.69,walk_in
16582,2025-04-19 13:52:00,3,16,20,2025-04-19 14:12:00,5,13,21,71.26,walk_in
16583,2025-04-19 13:38:00,1,29,41,2025-04-19 14:19:00,5,13,23,78.39,walk_in
16584,2025-04-19 13:07:00,3,16,22,2025-04-19 13:29:00,5,13,21,70.53,walk_in
16585,2025-04-19 13:09:00,2,15,19,2025-04-19 13:28:00,5,13,20,69.03,walk_in
16586,2025-04-19 14:19:00,2,27,23,2025-04-19 14:42:00,5,14,17,59.9,walk_in
16587,2025-04-19 14:55:00,1,27,39,2025-04-19 15:34:00,5,14,16,55.48,walk_in
16588,2025-04-19 14:57:00,6,17,20,2025-04-19 15:17:00,5,14,15,50.76,walk_in
16589,2025-04-19 14:26:00,1,20,24,2025-04-19 14:50:00,5,14,17,56.74,walk_in
16590,2025-04-19 15:44:00,4,15,13,2025-04-19 15:57:00,5,15,15,50.46,walk_in
16591,2025-04-19 15:27:00,2,27,30,2025-04-19 15:57:00,5,15,15,50.71,walk_in
16592,2025-04-19 15:22:00,2,20,25,2025-04-19 15:47:00,5,15,17,58.92,walk_in
16593,2025-04-19 15:29:00,4,6,6,2025-04-19 15:35:00,5,15,14,48.56,walk_in
16594,2025-04-19 16:51:00,4,16,11,2025-04-19 17:02:00,5,16,15,51.25,walk_in
16595,2025-04-19 17:06:00,4,33,42,2025-04-19 17:48:00,5,17,25,85.46,walk_in
16596,2025-04-19 17:39:00,1,28,31,2025-04-19 18:10:00,5,17,28,95.94,walk_in
16597,2025-04-19 17:49:00,2,28,41,2025-04-19 18:30:00,5,17,28,94.03,walk_in
16598,2025-04-19 17:29:00,4,34,41,2025-04-19 18:10:00,5,17,29,96.86,walk_in
16599,2025-04-19 17:04:00,6,40,47,2025-04-19 17:51:00,5,17,25,86.5,walk_in
16600,2025-04-19 17:32:00,2,28,31,2025-04-19 18:03:00,5,17,26,88.87,walk_in
16601,2025-04-19 17:33:00,3,36,29,2025-04-19 18:02:00,5,17,26,88.78,walk_in
16602,2025-04-19 17:33:00,6,30,34,2025-04-19 18:07:00,5,17,25,84.17,walk_in
16603,2025-04-19 17:10:00,3,35,33,2025-04-19 17:43:00,5,17,30,100.0,walk_in
16604,2025-04-19 17:44:00,5,26,25,2025-04-19 18:09:00,5,17,26,87.71,walk_in
16605,2025-04-19 17:28:00,4,40,44,2025-04-19 18:12:00,5,17,30,100.0,walk_in
16606,2025-04-19 17:45:00,4,38,45,2025-04-19 18:30:00,5,17,29,97.78,walk_in
16607,2025-04-19 17:40:00,4,34,24,2025-04-19 18:04:00,5,17,27,92.1,walk_in
16608,2025-04-19 18:07:00,2,44,54,2025-04-19 19:01:00,5,18,28,95.09,walk_in
16609,2025-04-19 18:34:00,2,36,27,2025-04-19 19:01:00,5,18,30,100.0,walk_in
16610,2025-04-19 18:41:00,4,29,35,2025-04-19 19:16:00,5,18,25,84.87,walk_in
16611,2025-04-19 18:41:00,2,33,28,2025-04-19 19:09:00,5,18,25,84.25,walk_in
16612,2025-04-19 18:30:00,2,44,56,2025-04-19 19:26:00,5,18,26,88.99,walk_in
16613,2025-04-19 18:50:00,2,27,24,2025-04-19 19:14:00,5,18,25,86.51,walk_in
16614,2025-04-19 18:58:00,4,32,36,2025-04-19 19:34:00,5,18,26,88.53,walk_in
16615,2025-04-19 18:47:00,3,42,45,2025-04-19 19:32:00,5,18,29,97.45,walk_in
16616,2025-04-19 18:43:00,2,39,49,2025-04-19 19:32:00,5,18,30,100.0,walk_in
16617,2025-04-19 18:39:00,2,29,22,2025-04-19 19:01:00,5,18,28,96.59,walk_in
16618,2025-04-19 18:48:00,2,34,50,2025-04-19 19:38:00,5,18,24,82.03,walk_in
16619,2025-04-19 18:36:00,2,37,39,2025-04-19 19:15:00,5,18,29,98.72,walk_in
16620,2025-04-19 18:01:00,3,31,36,2025-04-19 18:37:00,5,18,27,92.78,walk_in
16621,2025-04-19 19:23:00,1,28,40,2025-04-19 20:03:00,5,19,26,89.53,walk_in
16622,2025-04-19 19:41:00,4,32,26,2025-04-19 20:07:00,5,19,28,94.86,walk_in
16623,2025-04-19 19:19:00,1,33,35,2025-04-19 19:54:00,5,19,25,83.63,walk_in
16624,2025-04-19 19:04:00,2,43,30,2025-04-19 19:34:00,5,19,30,100.0,walk_in
16625,2025-04-19 19:16:00,4,39,39,2025-04-19 19:55:00,5,19,27,92.08,walk_in
16626,2025-04-19 19:42:00,5,27,29,2025-04-19 20:11:00,5,19,26,89.0,walk_in
16627,2025-04-19 19:02:00,6,30,26,2025-04-19 19:28:00,5,19,27,93.27,walk_in
16628,2025-04-19 19:58:00,1,28,38,2025-04-19 20:36:00,5,19,29,97.5,walk_in
16629,2025-04-19 19:04:00,2,40,32,2025-04-19 19:36:00,5,19,26,87.65,walk_in
16630,2025-04-19 19:30:00,6,34,27,2025-04-19 19:57:00,5,19,25,83.62,walk_in
16631,2025-04-19 19:45:00,4,39,44,2025-04-19 20:29:00,5,19,28,93.75,walk_in
16632,2025-04-19 19:37:00,2,39,39,2025-04-19 20:16:00,5,19,25,83.8,walk_in
16633,2025-04-19 19:31:00,1,27,23,2025-04-19 19:54:00,5,19,25,85.9,walk_in
16634,2025-04-19 20:19:00,3,28,21,2025-04-19 20:40:00,5,20,26,86.77,walk_in
16635,2025-04-19 20:31:00,5,38,47,2025-04-19 21:18:00,5,20,29,98.41,walk_in
16636,2025-04-19 20:15:00,2,41,56,2025-04-19 21:11:00,5,20,26,88.23,walk_in
16637,2025-04-19 20:22:00,2,26,19,2025-04-19 20:41:00,5,20,25,85.64,walk_in
16638,2025-04-19 20:33:00,2,34,46,2025-04-19 21:19:00,5,20,25,84.96,walk_in
16639,2025-04-19 20:57:00,8,25,21,2025-04-19 21:18:00,5,20,27,92.94,walk_in
16640,2025-04-19 20:40:00,2,30,44,2025-04-19 21:24:00,5,20,24,82.03,walk_in
16641,2025-04-19 20:15:00,1,34,35,2025-04-19 20:50:00,5,20,29,97.09,walk_in
16642,2025-04-19 20:12:00,1,30,25,2025-04-19 20:37:00,5,20,30,100.0,walk_in
16643,2025-04-19 20:15:00,3,44,61,2025-04-19 21:16:00,5,20,30,100.0,walk_in
16644,2025-04-19 20:01:00,2,33,39,2025-04-19 20:40:00,5,20,27,92.72,walk_in
16645,2025-04-19 20:20:00,2,43,33,2025-04-19 20:53:00,5,20,26,89.35,walk_in
16646,2025-04-19 20:31:00,1,44,52,2025-04-19 21:23:00,5,20,24,82.62,walk_in
16647,2025-04-19 21:43:00,2,6,6,2025-04-19 21:49:00,5,21,14,49.28,walk_in
16648,2025-04-19 21:10:00,2,23,29,2025-04-19 21:39:00,5,21,17,57.39,walk_in
16649,2025-04-19 21:30:00,7,8,9,2025-04-19 21:39:00,5,21,13,46.53,walk_in
16650,2025-04-19 22:23:00,2,25,26,2025-04-19 22:49:00,5,22,16,53.77,walk_in
16651,2025-04-20 10:49:00,2,29,35,2025-04-20 11:24:00,6,10,16,56.58,walk_in
16652,2025-04-20 10:08:00,2,28,24,2025-04-20 10:32:00,6,10,20,67.58,walk_in
16653,2025-04-20 10:24:00,3,26,20,2025-04-20 10:44:00,6,10,19,65.55,walk_in
16654,2025-04-20 10:18:00,2,18,21,2025-04-20 10:39:00,6,10,16,54.88,walk_in
16655,2025-04-20 11:18:00,4,38,53,2025-04-20 12:11:00,6,11,25,86.6,walk_in
16656,2025-04-20 11:35:00,1,26,30,2025-04-20 12:05:00,6,11,21,70.65,walk_in
16657,2025-04-20 11:11:00,3,39,32,2025-04-20 11:43:00,6,11,22,76.45,walk_in
16658,2025-04-20 11:39:00,6,24,27,2025-04-20 12:06:00,6,11,21,70.48,walk_in
16659,2025-04-20 11:28:00,6,38,30,2025-04-20 11:58:00,6,11,23,77.13,walk_in
16660,2025-04-20 11:45:00,2,40,40,2025-04-20 12:25:00,6,11,22,75.51,walk_in
16661,2025-04-20 11:18:00,6,38,50,2025-04-20 12:08:00,6,11,24,81.76,walk_in
16662,2025-04-20 11:03:00,2,24,29,2025-04-20 11:32:00,6,11,21,70.45,walk_in
16663,2025-04-20 11:52:00,3,44,58,2025-04-20 12:50:00,6,11,23,78.01,walk_in
16664,2025-04-20 12:05:00,5,30,40,2025-04-20 12:45:00,6,12,25,86.02,walk_in
16665,2025-04-20 12:14:00,2,43,34,2025-04-20 12:48:00,6,12,23,79.92,walk_in
16666,2025-04-20 12:01:00,3,34,44,2025-04-20 12:45:00,6,12,26,87.88,walk_in
16667,2025-04-20 12:59:00,2,44,33,2025-04-20 13:32:00,6,12,26,86.7,walk_in
16668,2025-04-20 12:34:00,4,41,47,2025-04-20 13:21:00,6,12,25,84.47,walk_in
16669,2025-04-20 12:18:00,8,18,15,2025-04-20 12:33:00,6,12,21,73.04,walk_in
16670,2025-04-20 12:43:00,1,40,53,2025-04-20 13:36:00,6,12,25,85.36,walk_in
16671,2025-04-20 12:36:00,2,33,30,2025-04-20 13:06:00,6,12,22,76.49,walk_in
16672,2025-04-20 12:03:00,3,32,39,2025-04-20 12:42:00,6,12,23,79.8,walk_in
16673,2025-04-20 13:30:00,2,16,19,2025-04-20 13:49:00,6,13,21,72.15,walk_in
16674,2025-04-20 13:56:00,3,31,41,2025-04-20 14:37:00,6,13,22,76.25,walk_in
16675,2025-04-20 13:05:00,7,21,20,2025-04-20 13:25:00,6,13,21,70.27,walk_in
16676,2025-04-20 13:40:00,3,25,27,2025-04-20 14:07:00,6,13,24,80.6,walk_in
16677,2025-04-20 13:25:00,5,28,22,2025-04-20 13:47:00,6,13,21,71.62,walk_in
16678,2025-04-20 13:00:00,2,36,41,2025-04-20 13:41:00,6,13,24,81.31,walk_in
16679,2025-04-20 13:06:00,5,38,51,2025-04-20 13:57:00,6,13,26,88.88,walk_in
16680,2025-04-20 13:26:00,4,27,29,2025-04-20 13:55:00,6,13,25,84.13,walk_in
16681,2025-04-20 13:24:00,2,35,40,2025-04-20 14:04:00,6,13,25,84.64,walk_in
16682,2025-04-20 14:32:00,2,16,23,2025-04-20 14:55:00,6,14,15,52.03,walk_in
16683,2025-04-20 14:35:00,2,27,23,2025-04-20 14:58:00,6,14,17,59.65,walk_in
16684,2025-04-20 14:42:00,4,24,26,2025-04-20 15:08:00,6,14,19,66.14,walk_in
16685,2025-04-20 14:38:00,1,8,6,2025-04-20 14:44:00,6,14,14,49.31,walk_in
16686,2025-04-20 15:09:00,1,8,11,2025-04-20 15:20:00,6,15,14,49.2,walk_in
16687,2025-04-20 15:24:00,2,19,13,2025-04-20 15:37:00,6,15,19,63.89,walk_in
16688,2025-04-20 15:24:00,5,20,23,2025-04-20 15:47:00,6,15,20,67.3,walk_in
16689,2025-04-20 15:35:00,1,26,23,2025-04-20 15:58:00,6,15,17,57.47,walk_in
16690,2025-04-20 16:08:00,2,18,24,2025-04-20 16:32:00,6,16,16,54.05,walk_in
16691,2025-04-20 17:56:00,2,39,48,2025-04-20 18:44:00,6,17,29,98.29,walk_in
16692,2025-04-20 17:04:00,5,35,30,2025-04-20 17:34:00,6,17,26,89.3,walk_in
16693,2025-04-20 17:44:00,2,26,18,2025-04-20 18:02:00,6,17,28,93.7,walk_in
16694,2025-04-20 17:30:00,2,37,36,2025-04-20 18:06:00,6,17,29,99.17,walk_in
16695,2025-04-20 17:46:00,3,39,31,2025-04-20 18:17:00,6,17,30,100.0,walk_in
16696,2025-04-20 17:49:00,2,33,28,2025-04-20 18:17:00,6,17,30,100.0,walk_in
16697,2025-04-20 17:38:00,4,32,26,2025-04-20 18:04:00,6,17,29,99.51,walk_in
16698,2025-04-20 17:17:00,4,41,53,2025-04-20 18:10:00,6,17,29,96.85,walk_in
16699,2025-04-20 17:58:00,2,41,58,2025-04-20 18:56:00,6,17,29,99.69,walk_in
16700,2025-04-20 17:41:00,3,32,33,2025-04-20 18:14:00,6,17,27,93.08,walk_in
16701,2025-04-20 17:41:00,1,43,47,2025-04-20 18:28:00,6,17,27,90.44,walk_in
16702,2025-04-20 17:13:00,1,36,33,2025-04-20 17:46:00,6,17,27,91.46,walk_in
16703,2025-04-20 17:26:00,2,43,32,2025-04-20 17:58:00,6,17,25,84.27,walk_in
16704,2025-04-20 18:51:00,1,34,34,2025-04-20 19:25:00,6,18,26,87.88,walk_in
16705,2025-04-20 18:21:00,4,39,39,2025-04-20 19:00:00,6,18,25,85.39,walk_in
16706,2025-04-20 18:08:00,3,29,35,2025-04-20 18:43:00,6,18,26,88.73,walk_in
16707,2025-04-20 18:09:00,1,44,35,2025-04-20 18:44:00,6,18,29,97.23,walk_in
16708,2025-04-20 18:00:00,2,41,59,2025-04-20 18:59:00,6,18,29,96.77,walk_in
16709,2025-04-20 18:15:00,5,37,28,2025-04-20 18:43:00,6,18,29,98.06,walk_in
16710,2025-04-20 18:24:00,2,40,50,2025-04-20 19:14:00,6,18,27,92.11,walk_in
16711,2025-04-20 18:44:00,2,38,43,2025-04-20 19:27:00,6,18,25,86.34,walk_in
16712,2025-04-20 18:46:00,5,27,38,2025-04-20 19:24:00,6,18,28,94.07,walk_in
16713,2025-04-20 18:27:00,4,25,21,2025-04-20 18:48:00,6,18,28,93.34,walk_in
16714,2025-04-20 18:20:00,4,30,29,2025-04-20 18:49:00,6,18,29,98.7,walk_in
16715,2025-04-20 18:32:00,2,44,41,2025-04-20 19:13:00,6,18,29,97.88,walk_in
16716,2025-04-20 18:04:00,2,38,52,2025-04-20 18:56:00,6,18,26,88.24,walk_in
16717,2025-04-20 19:40:00,4,43,54,2025-04-20 20:34:00,6,19,25,84.19,walk_in
16718,2025-04-20 19:20:00,5,38,42,2025-04-20 20:02:00,6,19,28,94.35,walk_in
16719,2025-04-20 19:18:00,1,36,28,2025-04-20 19:46:00,6,19,29,99.2,walk_in
16720,2025-04-20 19:19:00,2,44,57,2025-04-20 20:16:00,6,19,26,87.12,walk_in
16721,2025-04-20 19:29:00,3,28,26,2025-04-20 19:55:00,6,19,29,99.2,walk_in
16722,2025-04-20 19:47:00,1,37,49,2025-04-20 20:36:00,6,19,28,94.59,walk_in
16723,2025-04-20 19:31:00,6,33,26,2025-04-20 19:57:00,6,19,27,90.18,walk_in
16724,2025-04-20 19:28:00,4,35,32,2025-04-20 20:00:00,6,19,28,96.53,walk_in
16725,2025-04-20 19:32:00,1,34,49,2025-04-20 20:21:00,6,19,27,91.2,walk_in
16726,2025-04-20 19:57:00,2,40,31,2025-04-20 20:28:00,6,19,25,85.76,walk_in
16727,2025-04-20 19:52:00,4,43,41,2025-04-20 20:33:00,6,19,28,96.28,walk_in
16728,2025-04-20 19:36:00,7,26,32,2025-04-20 20:08:00,6,19,30,100.0,walk_in
16729,2025-04-20 19:32:00,4,43,61,2025-04-20 20:33:00,6,19,26,87.0,walk_in
16730,2025-04-20 20:00:00,3,40,47,2025-04-20 20:47:00,6,20,29,99.36,walk_in
16731,2025-04-20 20:10:00,2,40,52,2025-04-20 21:02:00,6,20,29,99.93,walk_in
16732,2025-04-20 20:47:00,2,30,42,2025-04-20 21:29:00,6,20,26,88.26,walk_in
16733,2025-04-20 20:18:00,4,26,28,2025-04-20 20:46:00,6,20,28,96.2,walk_in
16734,2025-04-20 20:25:00,3,32,37,2025-04-20 21:02:00,6,20,24,82.84,walk_in
16735,2025-04-20 20:19:00,2,28,28,2025-04-20 20:47:00,6,20,27,91.54,walk_in
16736,2025-04-20 20:18:00,6,40,37,2025-04-20 20:55:00,6,20,27,91.6,walk_in
16737,2025-04-20 20:16:00,3,40,46,2025-04-20 21:02:00,6,20,30,100.0,walk_in
16738,2025-04-20 20:58:00,8,40,49,2025-04-20 21:47:00,6,20,30,100.0,walk_in
16739,2025-04-20 20:14:00,4,35,42,2025-04-20 20:56:00,6,20,29,98.88,walk_in
16740,2025-04-20 20:28:00,3,37,52,2025-04-20 21:20:00,6,20,28,95.32,walk_in
16741,2025-04-20 20:21:00,2,31,42,2025-04-20 21:03:00,6,20,27,90.29,walk_in
16742,2025-04-20 20:43:00,6,35,33,2025-04-20 21:16:00,6,20,26,86.83,walk_in
16743,2025-04-20 21:16:00,3,18,21,2025-04-20 21:37:00,6,21,15,52.91,walk_in
16744,2025-04-20 21:38:00,4,25,34,2025-04-20 22:12:00,6,21,15,50.52,walk_in
16745,2025-04-20 21:47:00,2,27,39,2025-04-20 22:26:00,6,21,18,62.58,walk_in
16746,2025-04-20 22:57:00,5,13,10,2025-04-20 23:07:00,6,22,14,46.67,walk_in
16747,2025-04-21 10:23:00,2,20,15,2025-04-21 10:38:00,0,10,19,63.92,walk_in
16748,2025-04-21 10:16:00,3,19,18,2025-04-21 10:34:00,0,10,18,62.43,walk_in
16749,2025-04-21 10:02:00,2,18,14,2025-04-21 10:16:00,0,10,17,59.34,walk_in
16750,2025-04-21 11:05:00,1,30,28,2025-04-21 11:33:00,0,11,23,78.28,walk_in
16751,2025-04-21 11:39:00,3,17,24,2025-04-21 12:03:00,0,11,18,63.2,walk_in
16752,2025-04-21 11:09:00,2,25,25,2025-04-21 11:34:00,0,11,20,68.66,walk_in
16753,2025-04-21 11:31:00,4,43,34,2025-04-21 12:05:00,0,11,22,75.24,walk_in
16754,2025-04-21 11:55:00,3,27,38,2025-04-21 12:33:00,0,11,23,76.88,walk_in
16755,2025-04-21 11:41:00,4,27,27,2025-04-21 12:08:00,0,11,21,70.78,walk_in
16756,2025-04-21 11:16:00,1,27,26,2025-04-21 11:42:00,0,11,23,78.73,walk_in
16757,2025-04-21 12:59:00,2,30,42,2025-04-21 13:41:00,0,12,23,77.66,walk_in
16758,2025-04-21 12:54:00,5,37,37,2025-04-21 13:31:00,0,12,23,78.33,walk_in
16759,2025-04-21 12:47:00,8,27,30,2025-04-21 13:17:00,0,12,23,76.7,walk_in
16760,2025-04-21 12:49:00,5,18,20,2025-04-21 13:09:00,0,12,19,64.39,walk_in
16761,2025-04-21 12:36:00,2,15,11,2025-04-21 12:47:00,0,12,21,70.44,walk_in
16762,2025-04-21 12:04:00,2,36,41,2025-04-21 12:45:00,0,12,23,79.15,walk_in
16763,2025-04-21 12:52:00,3,17,13,2025-04-21 13:05:00,0,12,19,65.09,walk_in
16764,2025-04-21 13:53:00,6,24,26,2025-04-21 14:19:00,0,13,18,62.77,walk_in
16765,2025-04-21 13:51:00,3,28,36,2025-04-21 14:27:00,0,13,21,71.9,walk_in
16766,2025-04-21 13:11:00,2,44,31,2025-04-21 13:42:00,0,13,23,77.44,walk_in
16767,2025-04-21 13:07:00,8,19,21,2025-04-21 13:28:00,0,13,20,68.15,walk_in
16768,2025-04-21 13:47:00,2,34,49,2025-04-21 14:36:00,0,13,23,79.13,walk_in
16769,2025-04-21 13:54:00,3,19,15,2025-04-21 14:09:00,0,13,19,66.64,walk_in
16770,2025-04-21 13:17:00,2,18,24,2025-04-21 13:41:00,0,13,19,63.47,walk_in
16771,2025-04-21 14:50:00,3,15,13,2025-04-21 15:03:00,0,14,16,53.8,walk_in
16772,2025-04-21 14:14:00,2,10,13,2025-04-21 14:27:00,0,14,13,46.57,walk_in
16773,2025-04-21 14:29:00,4,26,32,2025-04-21 15:01:00,0,14,17,59.56,walk_in
16774,2025-04-21 15:52:00,3,28,25,2025-04-21 16:17:00,0,15,15,52.21,walk_in
16775,2025-04-21 15:59:00,8,6,7,2025-04-21 16:06:00,0,15,13,46.44,walk_in
16776,2025-04-21 15:34:00,2,6,8,2025-04-21 15:42:00,0,15,14,49.23,walk_in
16777,2025-04-21 16:38:00,2,9,10,2025-04-21 16:48:00,0,16,12,40.26,walk_in
16778,2025-04-21 17:45:00,2,40,30,2025-04-21 18:15:00,0,17,23,78.65,walk_in
16779,2025-04-21 17:26:00,3,28,30,2025-04-21 17:56:00,0,17,26,88.54,walk_in
16780,2025-04-21 17:26:00,6,21,23,2025-04-21 17:49:00,0,17,21,73.18,walk_in
16781,2025-04-21 17:20:00,1,29,33,2025-04-21 17:53:00,0,17,25,84.58,walk_in
16782,2025-04-21 17:34:00,1,26,34,2025-04-21 18:08:00,0,17,23,78.11,walk_in
16783,2025-04-21 17:55:00,1,24,30,2025-04-21 18:25:00,0,17,21,72.34,walk_in
16784,2025-04-21 17:02:00,4,36,53,2025-04-21 17:55:00,0,17,26,88.58,walk_in
16785,2025-04-21 17:24:00,2,38,53,2025-04-21 18:17:00,0,17,23,79.39,walk_in
16786,2025-04-21 17:17:00,5,44,34,2025-04-21 17:51:00,0,17,24,80.36,walk_in
16787,2025-04-21 17:39:00,2,21,29,2025-04-21 18:08:00,0,17,21,71.31,walk_in
16788,2025-04-21 18:42:00,7,36,49,2025-04-21 19:31:00,0,18,23,79.55,walk_in
16789,2025-04-21 18:40:00,4,34,24,2025-04-21 19:04:00,0,18,26,89.58,walk_in
16790,2025-04-21 18:08:00,2,38,29,2025-04-21 18:37:00,0,18,22,75.17,walk_in
16791,2025-04-21 18:40:00,4,36,42,2025-04-21 19:22:00,0,18,22,75.33,walk_in
16792,2025-04-21 18:27:00,2,41,48,2025-04-21 19:15:00,0,18,24,81.38,walk_in
16793,2025-04-21 18:40:00,2,25,27,2025-04-21 19:07:00,0,18,22,76.54,walk_in
16794,2025-04-21 18:17:00,2,28,37,2025-04-21 18:54:00,0,18,26,89.11,walk_in
16795,2025-04-21 18:16:00,2,44,38,2025-04-21 18:54:00,0,18,22,76.63,walk_in
16796,2025-04-21 18:58:00,4,26,33,2025-04-21 19:31:00,0,18,26,89.76,walk_in
16797,2025-04-21 18:17:00,1,35,51,2025-04-21 19:08:00,0,18,26,87.35,walk_in
16798,2025-04-21 19:20:00,2,24,25,2025-04-21 19:45:00,0,19,21,71.93,walk_in
16799,2025-04-21 19:28:00,4,36,52,2025-04-21 20:20:00,0,19,26,89.41,walk_in
16800,2025-04-21 19:38:00,5,39,33,2025-04-21 20:11:00,0,19,24,80.85,walk_in
16801,2025-04-21 19:39:00,3,42,58,2025-04-21 20:37:00,0,19,26,89.63,walk_in
16802,2025-04-21 19:12:00,6,25,18,2025-04-21 19:30:00,0,19,23,79.96,walk_in
16803,2025-04-21 19:07:00,3,27,33,2025-04-21 19:40:00,0,19,25,85.21,walk_in
16804,2025-04-21 19:20:00,2,15,21,2025-04-21 19:41:00,0,19,21,73.01,walk_in
16805,2025-04-21 19:57:00,1,37,33,2025-04-21 20:30:00,0,19,25,85.64,walk_in
16806,2025-04-21 19:06:00,2,34,27,2025-04-21 19:33:00,0,19,22,75.52,walk_in
16807,2025-04-21 19:08:00,1,31,26,2025-04-21 19:34:00,0,19,23,79.01,walk_in
16808,2025-04-21 20:53:00,2,43,56,2025-04-21 21:49:00,0,20,24,82.01,walk_in
16809,2025-04-21 20:46:00,3,18,18,2025-04-21 21:04:00,0,20,21,70.62,walk_in
16810,2025-04-21 20:30:00,3,42,52,2025-04-21 21:22:00,0,20,26,89.92,walk_in
16811,2025-04-21 20:48:00,2,37,42,2025-04-21 21:30:00,0,20,24,81.74,walk_in
16812,2025-04-21 20:11:00,1,27,27,2025-04-21 20:38:00,0,20,22,75.2,walk_in
16813,2025-04-21 20:46:00,3,34,38,2025-04-21 21:24:00,0,20,25,85.57,walk_in
16814,2025-04-21 20:53:00,1,34,27,2025-04-21 21:20:00,0,20,23,76.77,walk_in
16815,2025-04-21 20:44:00,2,19,15,2025-04-21 20:59:00,0,20,22,73.52,walk_in
16816,2025-04-21 20:08:00,2,29,37,2025-04-21 20:45:00,0,20,25,86.13,walk_in
16817,2025-04-21 20:24:00,3,33,45,2025-04-21 21:09:00,0,20,23,77.67,walk_in
16818,2025-04-21 21:50:00,1,24,30,2025-04-21 22:20:00,0,21,15,52.12,walk_in
16819,2025-04-21 21:58:00,2,26,23,2025-04-21 22:21:00,0,21,17,58.53,walk_in
16820,2025-04-21 22:08:00,3,9,11,2025-04-21 22:19:00,0,22,13,43.69,walk_in
16821,2025-04-22 10:18:00,2,10,9,2025-04-22 10:27:00,1,10,14,49.99,walk_in
16822,2025-04-22 10:27:00,4,15,13,2025-04-22 10:40:00,1,10,15,52.97,walk_in
16823,2025-04-22 10:28:00,7,7,6,2025-04-22 10:34:00,1,10,14,48.2,walk_in
16824,2025-04-22 11:16:00,1,24,20,2025-04-22 11:36:00,1,11,18,61.34,walk_in
16825,2025-04-22 11:36:00,2,29,26,2025-04-22 12:02:00,1,11,20,67.25,walk_in
16826,2025-04-22 11:19:00,2,25,32,2025-04-22 11:51:00,1,11,21,72.01,walk_in
16827,2025-04-22 11:03:00,2,25,18,2025-04-22 11:21:00,1,11,23,79.59,walk_in
16828,2025-04-22 11:30:00,3,16,21,2025-04-22 11:51:00,1,11,18,62.97,walk_in
16829,2025-04-22 11:22:00,1,26,21,2025-04-22 11:43:00,1,11,18,62.85,walk_in
16830,2025-04-22 11:48:00,7,26,20,2025-04-22 12:08:00,1,11,22,74.23,walk_in
16831,2025-04-22 12:42:00,2,26,28,2025-04-22 13:10:00,1,12,23,77.98,walk_in
16832,2025-04-22 12:28:00,2,25,36,2025-04-22 13:04:00,1,12,21,70.56,walk_in
16833,2025-04-22 12:43:00,1,20,16,2025-04-22 12:59:00,1,12,19,64.67,walk_in
16834,2025-04-22 12:36:00,2,17,24,2025-04-22 13:00:00,1,12,18,63.22,walk_in
16835,2025-04-22 12:39:00,2,40,51,2025-04-22 13:30:00,1,12,23,76.92,walk_in
16836,2025-04-22 12:41:00,3,28,41,2025-04-22 13:22:00,1,12,19,64.66,walk_in
16837,2025-04-22 12:59:00,2,36,30,2025-04-22 13:29:00,1,12,23,78.79,walk_in
16838,2025-04-22 13:08:00,2,28,28,2025-04-22 13:36:00,1,13,20,67.99,walk_in
16839,2025-04-22 13:21:00,2,17,24,2025-04-22 13:45:00,1,13,22,73.91,walk_in
16840,2025-04-22 13:44:00,4,19,22,2025-04-22 14:06:00,1,13,20,69.2,walk_in
16841,2025-04-22 13:54:00,2,44,62,2025-04-22 14:56:00,1,13,23,78.57,walk_in
16842,2025-04-22 13:52:00,2,18,23,2025-04-22 14:15:00,1,13,20,67.12,walk_in
16843,2025-04-22 13:10:00,1,25,33,2025-04-22 13:43:00,1,13,18,62.65,walk_in
16844,2025-04-22 13:59:00,2,20,17,2025-04-22 14:16:00,1,13,21,72.59,walk_in
16845,2025-04-22 14:42:00,2,27,35,2025-04-22 15:17:00,1,14,16,56.39,walk_in
16846,2025-04-22 14:06:00,4,9,11,2025-04-22 14:17:00,1,14,14,49.71,walk_in
16847,2025-04-22 14:53:00,3,19,22,2025-04-22 15:15:00,1,14,17,58.32,walk_in
16848,2025-04-22 15:37:00,5,26,28,2025-04-22 16:05:00,1,15,17,59.7,walk_in
16849,2025-04-22 15:11:00,4,27,34,2025-04-22 15:45:00,1,15,17,56.98,walk_in
16850,2025-04-22 15:41:00,4,12,11,2025-04-22 15:52:00,1,15,14,46.81,walk_in
16851,2025-04-22 16:08:00,4,10,7,2025-04-22 16:15:00,1,16,11,37.19,walk_in
16852,2025-04-22 17:31:00,5,41,59,2025-04-22 18:30:00,1,17,25,85.79,walk_in
16853,2025-04-22 17:26:00,4,43,59,2025-04-22 18:25:00,1,17,25,84.91,walk_in
16854,2025-04-22 17:53:00,1,44,50,2025-04-22 18:43:00,1,17,24,82.6,walk_in
16855,2025-04-22 17:54:00,3,26,35,2025-04-22 18:29:00,1,17,25,83.42,walk_in
16856,2025-04-22 17:54:00,1,27,28,2025-04-22 18:22:00,1,17,21,70.2,walk_in
16857,2025-04-22 17:13:00,6,27,38,2025-04-22 17:51:00,1,17,24,82.66,walk_in
16858,2025-04-22 17:55:00,2,36,45,2025-04-22 18:40:00,1,17,24,82.75,walk_in
